["head":"wrap","lpos","status"]
[126, 408509, 0]
["io count"]
[10000]
["io":"id","wrap","startLpos","endLpos"]
[114, 23, 407018, 406739]
[115, 41, 94832, 94494]
[116, 56, 65820, 66757]
[117, 62, 235047, 235840]
[118, 17, 209185, 208580]
[119, 29, 7996, 7504]
[120, 56, 523729, 524608]
[121, 11, 135556, 134757]
[122, 71, 512620, 512046]
[123, 25, 224497, 223774]
[124, 2, 121293, 121459]
[125, 79, 260075, 258888]
[126, 69, 373809, 372855]
[127, 45, 593676, 592438]
[128, 5, 183909, 182891]
[129, 51, 488822, 487881]
[130, 50, 383451, 384553]
[131, 62, 256728, 257602]
[132, 28, 399534, 399616]
[133, 22, 559948, 561359]
[134, 27, 603279, 601800]
[135, 55, 56393, 55129]
[136, 13, 397476, 396103]
[137, 16, 110480, 111499]
[138, 24, 302100, 302550]
[139, 57, 467036, 466688]
[140, 59, 673216, 672380]
[141, 32, 479355, 479907]
[142, 65, 629961, 629217]
[143, 39, 9224, 7972]
[144, 77, 556482, 555836]
[145, 68, 594682, 594929]
[146, 34, 266635, 266985]
[147, 65, 242836, 242208]
[148, 50, 386064, 386682]
[149, 80, 153728, 153869]
[150, 75, 88350, 87366]
[151, 75, 234411, 234324]
[152, 33, 150804, 149676]
[153, 19, 528314, 527525]
[154, 9, 707073, 706950]
[155, 36, 700740, 702219]
[156, 50, 617837, 619160]
[157, 21, 571645, 570887]
[158, 70, 557835, 558890]
[159, 2, 294952, 295248]
[160, 13, 43509, 42741]
[161, 28, 479907, 480819]
[162, 82, 683777, 684908]
[163, 24, 493858, 494172]
[164, 64, 390936, 392218]
[165, 21, 438603, 437224]
[166, 48, 441469, 442632]
[167, 66, 567817, 568663]
[168, 12, 696407, 696485]
[169, 25, 213444, 213083]
[170, 7, 536454, 536013]
[171, 38, 100109, 100296]
[172, 59, 210088, 208979]
[173, 48, 535871, 535906]
[174, 18, 517888, 518573]
[175, 37, 519530, 519462]
[176, 77, 75852, 75355]
[177, 52, 419588, 420368]
[178, 2, 453299, 454431]
[179, 77, 672228, 671912]
[180, 83, 353783, 352940]
[181, 61, 645954, 644457]
[182, 20, 227815, 227869]
[183, 28, 43192, 43345]
[184, 50, 359241, 359833]
[185, 19, 256697, 255923]
[186, 2, 421056, 422073]
[187, 2, 496200, 496727]
[188, 60, 193070, 193767]
[189, 34, 171000, 171919]
[190, 30, 19412, 20358]
[191, 58, 698257, 699073]
[192, 12, 242773, 243770]
[193, 9, 647907, 646738]
[194, 49, 318058, 317259]
[195, 36, 660810, 660961]
[196, 16, 5643, 6305]
[197, 15, 30713, 29779]
[198, 22, 552650, 552810]
[199, 59, 326433, 325436]
[200, 7, 687519, 686342]
[201, 20, 605061, 606019]
[202, 40, 680122, 680313]
[203, 67, 130844, 130387]
[204, 42, 37312, 38419]
[205, 14, 428115, 428942]
[206, 31, 122643, 121856]
[207, 73, 453605, 452703]
[208, 72, 303969, 304100]
[209, 35, 190137, 188713]
[210, 9, 431031, 430992]
[211, 70, 363575, 364638]
[212, 61, 477432, 476772]
[213, 79, 256333, 256030]
[214, 12, 58148, 58320]
[215, 27, 727710, 727223]
[216, 45, 686117, 684651]
[217, 37, 230560, 230363]
[218, 23, 194831, 194768]
[219, 69, 513364, 512531]
[220, 74, 654164, 654525]
[221, 40, 302005, 302550]
[222, 74, 394990, 395863]
[223, 82, 93978, 94348]
[224, 3, 302055, 300798]
[225, 43, 348389, 347987]
[226, 38, 629298, 629331]
[227, 5, 178326, 177020]
[228, 3, 710818, 709347]
[229, 16, 380816, 381421]
[230, 20, 600310, 600514]
[231, 62, 407511, 408911]
[232, 39, 388193, 387135]
[233, 55, 478878, 478504]
[234, 3, 306015, 305429]
[235, 54, 363901, 364191]
[236, 31, 596518, 596313]
[237, 61, 290846, 289690]
[238, 78, 168696, 169060]
[239, 24, 53497, 54556]
[240, 50, 409221, 409339]
[241, 39, 375097, 374458]
[242, 5, 379555, 378844]
[243, 73, 64438, 63058]
[244, 11, 713571, 712904]
[245, 50, 477467, 478084]
[246, 34, 446764, 448120]
[247, 10, 252852, 253703]
[248, 80, 372546, 373228]
[249, 53, 656062, 655970]
[250, 64, 416744, 417373]
[251, 56, 453949, 454456]
[252, 50, 251935, 252581]
[253, 69, 366999, 365690]
[254, 56, 587545, 588740]
[255, 78, 365536, 366252]
[256, 50, 471637, 472849]
[257, 12, 256830, 257297]
[258, 10, 437600, 438080]
[259, 76, 313468, 314000]
[260, 23, 240193, 239359]
[261, 83, 715635, 714812]
[262, 69, 436621, 435348]
[263, 67, 712816, 711486]
[264, 31, 561381, 560718]
[265, 34, 480770, 482095]
[266, 31, 459040, 458223]
[267, 63, 699436, 699152]
[268, 25, 453372, 453065]
[269, 17, 719391, 718516]
[270, 18, 147598, 149045]
[271, 31, 715654, 715438]
[272, 43, 47066, 45715]
[273, 79, 203429, 202717]
[274, 54, 695258, 695580]
[275, 39, 324629, 324230]
[276, 67, 463504, 462381]
[277, 70, 35165, 35349]
[278, 38, 181794, 182788]
[279, 81, 37180, 36703]
[280, 59, 158789, 157681]
[281, 69, 636659, 635261]
[282, 37, 644057, 643961]
[283, 75, 377462, 377133]
[284, 14, 21226, 21752]
[285, 79, 25840, 24626]
[286, 67, 249408, 248015]
[287, 3, 729056, 728208]
[288, 47, 89341, 88081]
[289, 74, 687915, 688615]
[290, 41, 112262, 111479]
[291, 38, 486665, 487315]
[292, 69, 646484, 645617]
[293, 56, 686720, 687381]
[294, 25, 165892, 165826]
[295, 48, 424751, 425756]
[296, 25, 132588, 131581]
[297, 52, 426573, 427357]
[298, 47, 75548, 74219]
[299, 13, 550832, 549957]
[300, 52, 525477, 526459]
[301, 47, 188560, 188178]
[302, 64, 213853, 214029]
[303, 79, 165964, 164495]
[304, 76, 309601, 309715]
[305, 20, 51632, 52616]
[306, 46, 425603, 426737]
[307, 1, 11280, 9937]
[308, 45, 108741, 107674]
[309, 64, 6633, 6902]
[310, 60, 310328, 311204]
[311, 19, 287361, 286496]
[312, 50, 628089, 628955]
[313, 64, 214778, 215866]
[314, 13, 298894, 298504]
[315, 22, 81743, 82864]
[316, 18, 672506, 673787]
[317, 82, 523223, 524169]
[318, 29, 515178, 515076]
[319, 15, 25820, 24881]
[320, 24, 232967, 233303]
[321, 11, 648762, 648010]
[322, 70, 340988, 342201]
[323, 78, 525939, 526344]
[324, 27, 125521, 124208]
[325, 43, 595203, 594251]
[326, 83, 511876, 511844]
[327, 61, 174329, 173272]
[328, 76, 5255, 5732]
[329, 77, 572452, 572136]
[330, 5, 377717, 377227]
[331, 66, 664370, 665803]
[332, 16, 426462, 427315]
[333, 35, 75945, 75426]
[334, 69, 101540, 100904]
[335, 3, 286738, 285321]
[336, 59, 325630, 324845]
[337, 14, 244679, 245645]
[338, 42, 416436, 417445]
[339, 7, 655413, 654683]
[340, 17, 176080, 176047]
[341, 34, 260605, 261512]
[342, 25, 303077, 302334]
[343, 22, 403597, 403635]
[344, 39, 376314, 375999]
[345, 35, 377218, 376389]
[346, 64, 674265, 675003]
[347, 53, 686562, 685613]
[348, 72, 107395, 108047]
[349, 43, 59871, 59065]
[350, 43, 358791, 358150]
[351, 21, 238073, 238041]
[352, 35, 60931, 60617]
[353, 83, 156861, 155657]
[354, 10, 574876, 576356]
[355, 5, 679020, 678754]
[356, 56, 125807, 126506]
[357, 74, 77134, 77412]
[358, 67, 187062, 186518]
[359, 56, 367899, 368252]
[360, 32, 142814, 142988]
[361, 69, 288605, 287823]
[362, 63, 639949, 639014]
[363, 33, 29818, 29421]
[364, 56, 81761, 82288]
[365, 14, 696635, 697850]
[366, 31, 538976, 538622]
[367, 83, 65401, 65188]
[368, 17, 137950, 136569]
[369, 80, 49831, 50384]
[370, 8, 321754, 322121]
[371, 7, 285973, 285009]
[372, 0, 99993, 101162]
[373, 67, 62340, 62000]
[374, 62, 484415, 484471]
[375, 50, 28173, 28479]
[376, 9, 454907, 454458]
[377, 36, 588129, 588411]
[378, 10, 381971, 382441]
[379, 28, 653965, 654429]
[380, 80, 419716, 420559]
[381, 48, 518463, 519431]
[382, 35, 201464, 199989]
[383, 70, 68351, 69059]
[384, 78, 303362, 303572]
[385, 79, 523751, 522268]
[386, 17, 690081, 689100]
[387, 26, 535727, 535791]
[388, 61, 570554, 570250]
[389, 69, 376958, 375533]
[390, 57, 671021, 670991]
[391, 37, 457978, 456960]
[392, 43, 95856, 95800]
[393, 83, 15650, 15606]
[394, 48, 1349, 1957]
[395, 13, 666452, 665267]
[396, 11, 227891, 226805]
[397, 59, 411387, 409926]
[398, 33, 660669, 659518]
[399, 31, 541614, 540660]
[400, 1, 228425, 227522]
[401, 18, 423795, 425028]
[402, 14, 464891, 465369]
[403, 74, 313729, 314109]
[404, 13, 165170, 164969]
[405, 71, 619081, 618568]
[406, 41, 717102, 716398]
[407, 29, 609366, 607946]
[408, 77, 261876, 261295]
[409, 52, 346723, 347079]
[410, 66, 610981, 612228]
[411, 37, 91840, 91005]
[412, 76, 367886, 369226]
[413, 21, 196818, 196124]
[414, 53, 125920, 124718]
[415, 55, 542566, 541149]
[416, 23, 177487, 177034]
[417, 1, 37667, 37395]
[418, 43, 226566, 225357]
[419, 46, 630666, 630736]
[420, 62, 3253, 3940]
[421, 66, 499764, 500832]
[422, 26, 32913, 33762]
[423, 35, 205521, 205451]
[424, 50, 493186, 494416]
[425, 22, 485689, 486130]
[426, 43, 20409, 19947]
[427, 21, 489683, 489056]
[428, 30, 177586, 178308]
[429, 73, 164471, 163811]
[430, 35, 674034, 673752]
[431, 64, 292950, 294408]
[432, 83, 104513, 103819]
[433, 15, 199157, 198832]
[434, 20, 554984, 556046]
[435, 10, 87343, 87966]
[436, 58, 722100, 722793]
[437, 70, 230054, 230958]
[438, 9, 108530, 107665]
[439, 8, 519176, 519830]
[440, 36, 654676, 655752]
[441, 38, 122290, 123088]
[442, 78, 437691, 438602]
[443, 69, 652293, 651736]
[444, 63, 343742, 343231]
[445, 26, 407676, 408575]
[446, 32, 83723, 84691]
[447, 0, 183736, 184823]
[448, 74, 566479, 567633]
[449, 65, 538665, 538394]
[450, 16, 421477, 421868]
[451, 69, 478049, 477659]
[452, 29, 296523, 295375]
[453, 1, 372357, 372016]
[454, 47, 306474, 305787]
[455, 19, 280404, 279215]
[456, 63, 475134, 474908]
[457, 82, 281289, 282594]
[458, 2, 176766, 178154]
[459, 72, 177550, 177767]
[460, 63, 20136, 18926]
[461, 39, 370799, 370685]
[462, 7, 463457, 462129]
[463, 67, 497770, 497357]
[464, 71, 131911, 130479]
[465, 81, 321957, 320688]
[466, 0, 109072, 110177]
[467, 32, 681342, 682508]
[468, 8, 580421, 581489]
[469, 60, 288513, 288896]
[470, 29, 539465, 539119]
[471, 31, 491539, 490837]
[472, 80, 171459, 172058]
[473, 54, 105070, 105259]
[474, 81, 22925, 22515]
[475, 73, 690573, 689636]
[476, 74, 672580, 673343]
[477, 75, 231103, 230848]
[478, 63, 19616, 18240]
[479, 17, 11260, 10159]
[480, 59, 375351, 374702]
[481, 49, 677342, 675942]
[482, 28, 33476, 33875]
[483, 27, 34760, 34048]
[484, 14, 109698, 110939]
[485, 21, 180462, 180203]
[486, 76, 480071, 480983]
[487, 8, 257371, 257435]
[488, 6, 606328, 607064]
[489, 40, 343168, 343332]
[490, 38, 114040, 114089]
[491, 80, 272961, 273460]
[492, 59, 394255, 393718]
[493, 39, 473826, 473363]
[494, 59, 27755, 27335]
[495, 1, 719206, 718751]
[496, 11, 313254, 312884]
[497, 38, 382832, 384256]
[498, 59, 448878, 448406]
[499, 80, 481414, 481511]
[500, 47, 179524, 179077]
[501, 52, 600686, 600889]
[502, 48, 562475, 563466]
[503, 23, 308415, 307428]
[504, 64, 1710, 3027]
[505, 75, 180588, 180119]
[506, 41, 340905, 340033]
[507, 78, 104269, 104668]
[508, 75, 641386, 640750]
[509, 55, 314035, 312885]
[510, 62, 687915, 688166]
[511, 7, 428632, 428275]
[512, 52, 542476, 542885]
[513, 72, 465127, 465662]
[514, 80, 483041, 484352]
[515, 25, 357040, 356010]
[516, 18, 174757, 175162]
[517, 32, 712948, 714396]
[518, 36, 600455, 601317]
[519, 80, 23703, 24994]
[520, 73, 582191, 581929]
[521, 56, 727030, 728432]
[522, 61, 370472, 369655]
[523, 56, 452505, 452611]
[524, 76, 606269, 607429]
[525, 59, 419647, 418548]
[526, 9, 279752, 279663]
[527, 6, 196048, 196525]
[528, 61, 146537, 146107]
[529, 62, 323491, 323612]
[530, 77, 411364, 410668]
[531, 26, 545779, 546711]
[532, 2, 345411, 346681]
[533, 76, 104664, 105999]
[534, 1, 354374, 353911]
[535, 26, 170985, 171149]
[536, 44, 560802, 562256]
[537, 28, 348762, 349985]
[538, 22, 559285, 559830]
[539, 72, 58793, 59452]
[540, 61, 696944, 695763]
[541, 50, 367280, 367834]
[542, 5, 221069, 220637]
[543, 13, 706393, 705485]
[544, 9, 277558, 277242]
[545, 79, 36187, 35804]
[546, 41, 47342, 46940]
[547, 31, 48351, 46898]
[548, 17, 178993, 177709]
[549, 73, 109364, 108253]
[550, 79, 170713, 170627]
[551, 61, 30902, 30424]
[552, 17, 141952, 141311]
[553, 39, 400439, 399770]
[554, 6, 189049, 190429]
[555, 70, 557067, 557111]
[556, 0, 594289, 594852]
[557, 6, 465336, 465819]
[558, 36, 292690, 293861]
[559, 46, 530829, 531115]
[560, 38, 711883, 712078]
[561, 24, 610036, 611164]
[562, 23, 68079, 67916]
[563, 16, 338591, 339738]
[564, 31, 616616, 616467]
[565, 15, 389778, 389239]
[566, 25, 202779, 202165]
[567, 30, 179404, 180846]
[568, 74, 674371, 674528]
[569, 59, 86699, 85580]
[570, 70, 217158, 217804]
[571, 0, 672500, 672999]
[572, 80, 629747, 631064]
[573, 31, 180741, 179449]
[574, 68, 475591, 475648]
[575, 15, 303791, 303470]
[576, 2, 687408, 687729]
[577, 0, 193009, 193557]
[578, 38, 449214, 450064]
[579, 10, 203757, 204546]
[580, 82, 573412, 574836]
[581, 45, 514174, 513709]
[582, 26, 532785, 534270]
[583, 61, 379762, 379147]
[584, 22, 322651, 323258]
[585, 61, 28150, 27749]
[586, 63, 536915, 536002]
[587, 43, 281444, 281374]
[588, 71, 703193, 702870]
[589, 31, 657281, 656059]
[590, 22, 548140, 549410]
[591, 62, 604605, 604771]
[592, 37, 395027, 394389]
[593, 8, 564859, 565200]
[594, 64, 160468, 161415]
[595, 81, 42331, 41030]
[596, 1, 580107, 578702]
[597, 12, 674747, 675800]
[598, 52, 75056, 76341]
[599, 6, 53391, 54858]
[600, 42, 603460, 603980]
[601, 59, 701478, 700927]
[602, 33, 195378, 195107]
[603, 65, 700715, 700603]
[604, 32, 377524, 378246]
[605, 28, 678628, 679053]
[606, 14, 549743, 550918]
[607, 30, 145874, 146925]
[608, 68, 173352, 174513]
[609, 56, 612312, 613329]
[610, 33, 556393, 556002]
[611, 12, 365398, 366454]
[612, 61, 672566, 672464]
[613, 29, 152702, 151642]
[614, 51, 397463, 397330]
[615, 30, 579536, 580911]
[616, 44, 530266, 531593]
[617, 51, 243466, 242966]
[618, 23, 400676, 399222]
[619, 63, 573182, 572407]
[620, 74, 186581, 187998]
[621, 27, 84831, 84014]
[622, 2, 267049, 267650]
[623, 73, 544267, 544203]
[624, 14, 311011, 312103]
[625, 81, 271032, 269872]
[626, 1, 350333, 349867]
[627, 40, 91143, 92050]
[628, 65, 277475, 277437]
[629, 58, 502908, 503242]
[630, 26, 110739, 111085]
[631, 61, 364508, 363721]
[632, 49, 381634, 380619]
[633, 22, 119472, 120250]
[634, 7, 421876, 420517]
[635, 64, 337864, 338763]
[636, 54, 397010, 397811]
[637, 50, 705325, 706475]
[638, 11, 81312, 80380]
[639, 78, 566654, 567645]
[640, 46, 695088, 695173]
[641, 48, 297702, 299070]
[642, 15, 259240, 258438]
[643, 67, 631925, 631887]
[644, 60, 588091, 589344]
[645, 35, 522122, 521847]
[646, 63, 95412, 95349]
[647, 75, 461194, 460495]
[648, 3, 156510, 155469]
[649, 65, 699817, 699009]
[650, 80, 604633, 604671]
[651, 1, 370643, 369298]
[652, 6, 322906, 323189]
[653, 81, 393144, 392029]
[654, 23, 288747, 287566]
[655, 66, 121997, 122124]
[656, 52, 132596, 132857]
[657, 26, 385873, 386926]
[658, 41, 53482, 52187]
[659, 50, 311324, 311359]
[660, 42, 102363, 102829]
[661, 55, 375627, 375036]
[662, 57, 187032, 186190]
[663, 14, 607320, 607761]
[664, 10, 583223, 583802]
[665, 12, 386675, 386913]
[666, 6, 1439, 2550]
[667, 3, 31136, 30728]
[668, 72, 305632, 306023]
[669, 24, 202240, 202896]
[670, 75, 77297, 76577]
[671, 67, 574790, 573921]
[672, 59, 663487, 662460]
[673, 34, 529793, 530348]
[674, 36, 576137, 577236]
[675, 80, 50133, 50929]
[676, 45, 276822, 276636]
[677, 28, 551185, 552482]
[678, 14, 406581, 407749]
[679, 53, 296349, 295043]
[680, 40, 29797, 30311]
[681, 20, 569447, 569752]
[682, 12, 382080, 382185]
[683, 8, 214929, 216284]
[684, 14, 598652, 599520]
[685, 35, 475901, 474993]
[686, 80, 535600, 536945]
[687, 35, 718221, 716810]
[688, 54, 191559, 192653]
[689, 78, 668795, 669300]
[690, 24, 631592, 632805]
[691, 41, 481382, 481133]
[692, 44, 54749, 54995]
[693, 19, 359574, 358850]
[694, 78, 238854, 239472]
[695, 15, 458799, 457484]
[696, 69, 352170, 350777]
[697, 10, 702679, 702923]
[698, 24, 491899, 492968]
[699, 3, 160373, 159440]
[700, 35, 196156, 195983]
[701, 58, 530214, 531543]
[702, 82, 646570, 647857]
[703, 20, 388400, 388814]
[704, 10, 317252, 317875]
[705, 76, 222200, 223279]
[706, 32, 506353, 506904]
[707, 12, 282103, 282640]
[708, 0, 629244, 629484]
[709, 63, 58934, 57456]
[710, 45, 691773, 691238]
[711, 24, 129147, 130114]
[712, 22, 101596, 102727]
[713, 81, 394979, 393969]
[714, 16, 635029, 636225]
[715, 11, 549395, 549242]
[716, 16, 530139, 531377]
[717, 64, 490467, 490667]
[718, 4, 630008, 630589]
[719, 82, 43821, 44103]
[720, 53, 279329, 279214]
[721, 66, 689707, 690420]
[722, 65, 173605, 173110]
[723, 20, 314178, 314797]
[724, 74, 430295, 431498]
[725, 62, 661245, 661321]
[726, 44, 411877, 412247]
[727, 8, 720762, 721406]
[728, 24, 421351, 422714]
[729, 16, 28784, 29678]
[730, 45, 120339, 120089]
[731, 65, 373691, 373106]
[732, 22, 611106, 612151]
[733, 83, 247628, 247279]
[734, 54, 669410, 670513]
[735, 27, 155006, 154320]
[736, 35, 488459, 487648]
[737, 20, 155031, 156030]
[738, 2, 651552, 652713]
[739, 64, 652368, 653868]
[740, 5, 519804, 518860]
[741, 58, 139041, 139749]
[742, 72, 411853, 412268]
[743, 14, 481133, 481867]
[744, 27, 673842, 673335]
[745, 34, 376053, 377401]
[746, 71, 322115, 321513]
[747, 2, 110884, 111469]
[748, 7, 460120, 460069]
[749, 66, 168219, 169293]
[750, 68, 405922, 406001]
[751, 3, 405076, 403726]
[752, 40, 706205, 706494]
[753, 69, 319089, 318846]
[754, 58, 511799, 512271]
[755, 53, 680569, 680112]
[756, 83, 134618, 133573]
[757, 64, 544225, 544529]
[758, 19, 97565, 96358]
[759, 19, 673468, 673043]
[760, 77, 451015, 450964]
[761, 69, 98464, 98178]
[762, 49, 29372, 28826]
[763, 34, 485931, 486147]
[764, 54, 410111, 410773]
[765, 39, 63941, 63891]
[766, 30, 204972, 205725]
[767, 68, 8595, 8936]
[768, 7, 275993, 274546]
[769, 72, 440974, 441581]
[770, 76, 717622, 719033]
[771, 25, 249952, 249391]
[772, 30, 473266, 473740]
[773, 55, 173025, 171607]
[774, 23, 648495, 647151]
[775, 69, 251225, 250338]
[776, 67, 242786, 242149]
[777, 23, 415694, 415241]
[778, 19, 709587, 708100]
[779, 15, 426422, 426231]
[780, 57, 243035, 242574]
[781, 75, 479880, 479190]
[782, 51, 725360, 724685]
[783, 3, 91104, 91005]
[784, 43, 306357, 306114]
[785, 27, 159030, 157812]
[786, 54, 638148, 639605]
[787, 19, 18457, 17963]
[788, 4, 174024, 174106]
[789, 57, 114946, 113954]
[790, 82, 229746, 229945]
[791, 30, 92417, 93534]
[792, 18, 293426, 294618]
[793, 9, 317775, 316421]
[794, 7, 3397, 2938]
[795, 80, 438138, 439602]
[796, 3, 521758, 520407]
[797, 18, 89405, 90782]
[798, 70, 373356, 374223]
[799, 20, 218434, 219449]
[800, 8, 13320, 14720]
[801, 6, 136578, 137568]
[802, 30, 314504, 315326]
[803, 5, 205197, 204074]
[804, 7, 189179, 188054]
[805, 21, 243997, 242611]
[806, 48, 326472, 326585]
[807, 46, 1665, 1862]
[808, 76, 507922, 508226]
[809, 12, 695760, 696748]
[810, 45, 236870, 236193]
[811, 81, 527467, 526655]
[812, 28, 621712, 622196]
[813, 80, 622723, 623973]
[814, 35, 267246, 266592]
[815, 6, 486954, 488413]
[816, 69, 181201, 179718]
[817, 35, 86017, 85473]
[818, 63, 582435, 582361]
[819, 32, 285345, 285674]
[820, 50, 599858, 600535]
[821, 22, 16264, 16575]
[822, 19, 223955, 223016]
[823, 24, 509541, 509691]
[824, 15, 329311, 328414]
[825, 67, 340982, 340478]
[826, 68, 224166, 225449]
[827, 83, 413244, 412728]
[828, 79, 123398, 122079]
[829, 13, 124423, 123836]
[830, 44, 546270, 546824]
[831, 40, 695044, 696349]
[832, 31, 33660, 32505]
[833, 27, 681608, 681141]
[834, 71, 580475, 579417]
[835, 51, 456039, 454856]
[836, 41, 413513, 412106]
[837, 35, 396568, 395320]
[838, 64, 624160, 625107]
[839, 46, 212642, 213387]
[840, 45, 444793, 443585]
[841, 63, 709032, 708386]
[842, 59, 208912, 208171]
[843, 32, 581572, 583024]
[844, 51, 450841, 449444]
[845, 28, 115816, 116000]
[846, 32, 111076, 111262]
[847, 20, 170657, 171681]
[848, 72, 358629, 358659]
[849, 65, 466341, 466190]
[850, 78, 604591, 605529]
[851, 22, 609202, 609301]
[852, 13, 47495, 46691]
[853, 44, 626357, 627428]
[854, 28, 682966, 684238]
[855, 50, 133608, 134909]
[856, 48, 600040, 601471]
[857, 30, 432403, 433125]
[858, 11, 153958, 153749]
[859, 33, 498577, 498232]
[860, 9, 81378, 80328]
[861, 80, 716592, 717692]
[862, 66, 248177, 248654]
[863, 32, 580897, 580929]
[864, 75, 632567, 632177]
[865, 31, 290287, 289454]
[866, 11, 206488, 206386]
[867, 2, 438322, 438434]
[868, 33, 332289, 330887]
[869, 73, 689942, 689740]
[870, 78, 679022, 679993]
[871, 26, 36381, 36663]
[872, 21, 308580, 307917]
[873, 0, 247215, 247562]
[874, 55, 55204, 55056]
[875, 19, 500689, 499843]
[876, 29, 638523, 638226]
[877, 15, 479947, 478460]
[878, 10, 262790, 263198]
[879, 0, 598782, 599527]
[880, 8, 444007, 444313]
[881, 21, 698729, 698567]
[882, 60, 251425, 252121]
[883, 12, 362487, 363956]
[884, 42, 429691, 431154]
[885, 55, 292821, 291955]
[886, 4, 168065, 169397]
[887, 11, 725786, 725185]
[888, 22, 461424, 462359]
[889, 23, 268743, 268710]
[890, 58, 210526, 211551]
[891, 75, 137748, 136776]
[892, 0, 575310, 575962]
[893, 2, 492748, 493296]
[894, 28, 605014, 605792]
[895, 16, 256554, 257623]
[896, 14, 294467, 295775]
[897, 13, 332926, 332795]
[898, 61, 288398, 287448]
[899, 17, 487133, 486657]
[900, 52, 26270, 27729]
[901, 83, 385707, 385306]
[902, 34, 21779, 22035]
[903, 60, 376976, 377254]
[904, 25, 449982, 449821]
[905, 15, 444885, 444419]
[906, 39, 223657, 222496]
[907, 42, 44975, 45348]
[908, 56, 162180, 163133]
[909, 0, 147944, 148225]
[910, 24, 244576, 246058]
[911, 60, 137232, 137649]
[912, 73, 523137, 522580]
[913, 27, 642302, 641789]
[914, 2, 577137, 577248]
[915, 9, 457562, 456309]
[916, 71, 381661, 380700]
[917, 27, 393420, 392637]
[918, 50, 65881, 67255]
[919, 64, 258390, 259594]
[920, 30, 331112, 332026]
[921, 72, 542582, 543607]
[922, 72, 558869, 559289]
[923, 48, 569211, 570245]
[924, 42, 420769, 421943]
[925, 58, 99047, 100125]
