["head":"wrap","lpos","status"]
[146, 430137, 0]
["io count"]
[10000]
["io":"id","wrap","startLpos","endLpos"]
[148, 12, 673823, 673975]
[149, 11, 85734, 85127]
[150, 59, 319496, 318013]
[151, 66, 657451, 658463]
[152, 79, 312442, 311242]
[153, 70, 253133, 253954]
[154, 11, 647912, 647390]
[155, 80, 647551, 647799]
[156, 22, 133256, 133756]
[157, 34, 46562, 47826]
[158, 79, 95382, 95032]
[159, 66, 218487, 219330]
[160, 59, 420879, 420739]
[161, 8, 133690, 135034]
[162, 7, 624534, 623461]
[163, 27, 130268, 129305]
[164, 70, 267823, 268603]
[165, 53, 432754, 431412]
[166, 9, 558634, 557564]
[167, 19, 374052, 373382]
[168, 18, 657626, 658130]
[169, 2, 604975, 605751]
[170, 56, 454213, 454301]
[171, 28, 648776, 649180]
[172, 16, 429073, 429843]
[173, 83, 20103, 20030]
[174, 5, 100396, 99989]
[175, 29, 621158, 621107]
[176, 71, 518077, 517179]
[177, 6, 626097, 626377]
[178, 12, 532510, 533821]
[179, 66, 297823, 299111]
[180, 17, 14543, 13515]
[181, 33, 313098, 312631]
[182, 18, 544571, 545917]
[183, 14, 17519, 17869]
[184, 26, 659819, 660376]
[185, 22, 713383, 713506]
[186, 63, 151363, 150262]
[187, 0, 275479, 276164]
[188, 18, 322231, 323161]
[189, 28, 40827, 42104]
[190, 68, 484788, 486113]
[191, 15, 589321, 588514]
[192, 11, 246420, 246188]
[193, 76, 223095, 223733]
[194, 1, 533435, 532384]
[195, 76, 524140, 525146]
[196, 18, 624444, 625726]
[197, 47, 37781, 36565]
[198, 78, 667988, 668848]
[199, 33, 18387, 17685]
[200, 35, 472074, 471227]
[201, 39, 669373, 668257]
[202, 63, 249232, 247882]
[203, 81, 593361, 592678]
[204, 4, 436250, 436813]
[205, 64, 7553, 8056]
[206, 62, 301738, 302796]
[207, 34, 713608, 714701]
[208, 12, 563836, 565035]
[209, 41, 263379, 262006]
[210, 27, 631360, 631102]
[211, 34, 634857, 634961]
[212, 64, 535102, 535407]
[213, 44, 531417, 532001]
[214, 32, 247265, 247959]
[215, 45, 432123, 432040]
[216, 56, 708139, 708757]
[217, 1, 188721, 187327]
[218, 71, 20778, 19719]
[219, 53, 360047, 359815]
[220, 48, 718521, 719113]
[221, 25, 289447, 288685]
[222, 8, 291441, 292859]
[223, 83, 61746, 61183]
[224, 79, 290936, 290345]
[225, 51, 450315, 450097]
[226, 77, 463136, 461679]
[227, 11, 1974, 1412]
[228, 77, 553023, 552916]
[229, 77, 38848, 37721]
[230, 18, 577599, 578006]
[231, 37, 559503, 558759]
[232, 5, 363981, 363523]
[233, 60, 489724, 491178]
[234, 53, 116315, 116234]
[235, 40, 95954, 96125]
[236, 51, 109972, 109708]
[237, 34, 413581, 413688]
[238, 27, 189617, 188356]
[239, 37, 195249, 193873]
[240, 44, 367804, 368511]
[241, 63, 359505, 358055]
[242, 34, 287480, 288604]
[243, 4, 595037, 595888]
[244, 56, 476882, 477566]
[245, 24, 124259, 124770]
[246, 26, 78286, 78635]
[247, 18, 68376, 69489]
[248, 22, 580602, 581301]
[249, 27, 291641, 291444]
[250, 78, 372550, 373081]
[251, 62, 198088, 199259]
[252, 41, 437500, 436936]
[253, 78, 694233, 694611]
[254, 69, 548631, 547980]
[255, 57, 489418, 489308]
[256, 27, 181714, 181071]
[257, 59, 680257, 679108]
[258, 30, 465699, 466729]
[259, 80, 350187, 350509]
[260, 71, 142007, 141890]
[261, 34, 406414, 406588]
[262, 27, 178151, 177227]
[263, 18, 287989, 289347]
[264, 64, 238026, 239317]
[265, 72, 1725, 1825]
[266, 38, 85529, 86002]
[267, 10, 519939, 521067]
[268, 80, 645118, 645489]
[269, 28, 625354, 626444]
[270, 71, 236797, 236207]
[271, 32, 492961, 493574]
[272, 62, 704308, 704534]
[273, 15, 128290, 127602]
[274, 33, 513262, 511855]
[275, 8, 149523, 149990]
[276, 58, 217422, 217469]
[277, 16, 448592, 449720]
[278, 6, 590966, 592065]
[279, 2, 431258, 432304]
[280, 22, 703045, 704395]
[281, 10, 145090, 145665]
[282, 42, 113438, 114553]
[283, 2, 518300, 518902]
[284, 39, 4893, 4737]
[285, 44, 604985, 605959]
[286, 75, 382290, 382022]
[287, 30, 66808, 67209]
[288, 83, 173327, 172435]
[289, 53, 453108, 452423]
[290, 29, 73460, 72364]
[291, 20, 651058, 651747]
[292, 43, 224520, 224351]
[293, 70, 102120, 102643]
[294, 9, 498604, 497218]
[295, 34, 468138, 469113]
[296, 33, 405999, 405251]
[297, 17, 140895, 140141]
[298, 16, 696814, 697158]
[299, 43, 608930, 608897]
[300, 8, 365473, 366480]
[301, 30, 91247, 91902]
[302, 37, 201494, 200373]
[303, 8, 413797, 414636]
[304, 36, 249645, 250245]
[305, 51, 507270, 506479]
[306, 73, 578896, 577731]
[307, 32, 36140, 37144]
[308, 52, 156213, 156316]
[309, 70, 497907, 498191]
[310, 2, 14098, 15501]
[311, 41, 694478, 693940]
[312, 49, 578299, 577967]
[313, 54, 592130, 592934]
[314, 22, 203423, 203809]
[315, 65, 473067, 472921]
[316, 83, 349048, 348854]
[317, 48, 107662, 109086]
[318, 18, 657422, 658139]
[319, 52, 452568, 453744]
[320, 70, 458164, 459377]
[321, 65, 443979, 443040]
[322, 11, 473992, 473061]
[323, 60, 402201, 402647]
[324, 66, 446985, 447239]
[325, 20, 458430, 459764]
[326, 4, 205883, 206792]
[327, 41, 10408, 10329]
[328, 60, 722550, 723431]
[329, 54, 19785, 20065]
[330, 14, 394382, 394439]
[331, 50, 266596, 267524]
[332, 47, 489111, 488726]
[333, 48, 148586, 149744]
[334, 29, 107980, 106964]
[335, 75, 547781, 546901]
[336, 49, 282313, 280894]
[337, 43, 582498, 582159]
[338, 71, 339985, 339732]
[339, 27, 101475, 101194]
[340, 0, 669387, 670016]
[341, 55, 683719, 683022]
[342, 71, 646609, 645815]
[343, 68, 231502, 232677]
[344, 31, 458938, 458296]
[345, 47, 578316, 578177]
[346, 70, 248297, 249557]
[347, 28, 81804, 82363]
[348, 57, 32971, 31739]
[349, 47, 132568, 132145]
[350, 19, 667092, 666041]
[351, 32, 632531, 633451]
[352, 15, 517430, 516466]
[353, 48, 224749, 225308]
[354, 54, 173404, 173949]
[355, 82, 210695, 211029]
[356, 40, 101848, 102331]
[357, 29, 647686, 647524]
[358, 22, 374, 437]
[359, 83, 34401, 33983]
[360, 22, 194584, 195467]
[361, 82, 533929, 533964]
[362, 24, 242325, 242474]
[363, 17, 322113, 321455]
[364, 21, 368663, 367882]
[365, 79, 276794, 276201]
[366, 22, 534348, 535681]
[367, 56, 710424, 710570]
[368, 10, 510425, 511323]
[369, 10, 311043, 312220]
[370, 36, 415373, 416341]
[371, 41, 603990, 603485]
[372, 21, 565923, 565208]
[373, 76, 524583, 525670]
[374, 67, 446816, 446492]
[375, 9, 646875, 645591]
[376, 78, 7086, 7946]
[377, 36, 238155, 238739]
[378, 33, 169119, 168065]
[379, 43, 507082, 506623]
[380, 77, 116912, 116176]
[381, 71, 226010, 225315]
[382, 33, 173377, 172129]
[383, 25, 394769, 394274]
[384, 74, 292713, 293343]
[385, 47, 549972, 548537]
[386, 81, 25618, 24250]
[387, 2, 513224, 514308]
[388, 23, 587584, 586224]
[389, 33, 126747, 125979]
[390, 13, 312172, 310869]
[391, 68, 390960, 392219]
[392, 37, 188385, 188316]
[393, 57, 589199, 587983]
[394, 39, 188363, 187660]
[395, 53, 410731, 410519]
[396, 7, 160724, 159462]
[397, 22, 457444, 457589]
[398, 82, 175961, 176683]
[399, 17, 553353, 552837]
[400, 46, 125921, 126826]
[401, 13, 91838, 91201]
[402, 36, 625861, 627087]
[403, 64, 384166, 384960]
[404, 19, 304370, 304053]
[405, 36, 428515, 428732]
[406, 18, 385695, 386497]
[407, 73, 469810, 468364]
[408, 57, 110204, 109634]
[409, 4, 671115, 671398]
[410, 12, 27109, 27332]
[411, 55, 110230, 109014]
[412, 34, 77411, 78749]
[413, 34, 308216, 309640]
[414, 66, 474972, 476131]
[415, 76, 243724, 244029]
[416, 52, 629045, 630324]
[417, 28, 136621, 137123]
[418, 26, 99737, 100303]
[419, 19, 469841, 469181]
[420, 46, 147025, 147465]
[421, 63, 325860, 325481]
[422, 19, 212092, 211007]
[423, 68, 351345, 351692]
[424, 63, 392635, 392113]
[425, 33, 70902, 70726]
[426, 53, 324651, 323324]
[427, 72, 453177, 453460]
[428, 13, 133129, 132143]
[429, 1, 687554, 686817]
[430, 17, 144414, 144033]
[431, 37, 440833, 440694]
[432, 51, 204543, 203494]
[433, 0, 689741, 690872]
[434, 78, 529336, 530736]
[435, 74, 421446, 422768]
[436, 61, 94877, 93779]
[437, 50, 221402, 221532]
[438, 14, 82915, 83809]
[439, 12, 522128, 523578]
[440, 33, 350360, 349465]
[441, 70, 220123, 220358]
[442, 58, 683476, 683606]
[443, 55, 259162, 258496]
[444, 61, 673696, 672510]
[445, 5, 213523, 212423]
[446, 24, 486486, 487377]
[447, 62, 25336, 25546]
[448, 40, 471163, 472049]
[449, 54, 441982, 442262]
[450, 52, 450842, 452324]
[451, 5, 308091, 307315]
[452, 6, 582480, 583164]
[453, 32, 324172, 324878]
[454, 56, 136567, 137744]
[455, 79, 124177, 123889]
[456, 54, 553621, 554781]
[457, 11, 165860, 164658]
[458, 75, 490750, 490626]
[459, 17, 447213, 447035]
[460, 52, 407192, 408337]
[461, 5, 35642, 34807]
[462, 32, 696583, 697322]
[463, 43, 465470, 464257]
[464, 53, 155132, 154793]
[465, 5, 332065, 330979]
[466, 31, 282241, 281276]
[467, 0, 389979, 390419]
[468, 25, 202919, 201835]
[469, 12, 342046, 342200]
[470, 46, 311380, 312039]
[471, 23, 74150, 73316]
[472, 22, 95306, 95468]
[473, 46, 535613, 537049]
[474, 51, 383064, 381984]
[475, 79, 152768, 152001]
[476, 40, 553883, 554499]
[477, 30, 14221, 15362]
[478, 62, 259515, 259929]
[479, 5, 88162, 88094]
[480, 82, 101720, 103014]
[481, 46, 415653, 416148]
[482, 9, 270556, 269147]
[483, 73, 429960, 429276]
[484, 69, 599440, 598198]
[485, 39, 330614, 329208]
[486, 70, 359862, 361336]
[487, 68, 513601, 514467]
[488, 9, 218573, 218520]
[489, 55, 555157, 553949]
[490, 15, 622441, 621741]
[491, 3, 655969, 654791]
[492, 54, 303163, 304017]
[493, 12, 393828, 394577]
[494, 34, 186622, 187203]
[495, 31, 74, 1]
[496, 6, 625536, 626761]
[497, 67, 380723, 380467]
[498, 23, 179947, 179515]
[499, 50, 545896, 547236]
[500, 6, 56788, 58046]
[501, 52, 415358, 416078]
[502, 76, 25583, 26924]
[503, 57, 393455, 393198]
[504, 80, 241209, 241678]
[505, 32, 264588, 265418]
[506, 57, 117148, 115891]
[507, 34, 491986, 493408]
[508, 62, 405197, 405363]
[509, 13, 724269, 723883]
[510, 71, 657320, 656814]
[511, 33, 378411, 377544]
[512, 66, 258174, 259222]
[513, 32, 5631, 6347]
[514, 56, 504477, 505298]
[515, 34, 510216, 511471]
[516, 45, 217873, 216598]
[517, 9, 45812, 44592]
[518, 10, 276790, 277759]
[519, 62, 654982, 655114]
[520, 79, 296838, 295889]
[521, 72, 53488, 54068]
[522, 38, 512297, 513770]
[523, 12, 335032, 335337]
[524, 48, 477738, 478832]
[525, 6, 495795, 496586]
[526, 18, 557767, 558172]
[527, 55, 339761, 338896]
[528, 61, 143967, 142605]
[529, 46, 475325, 476786]
[530, 15, 698968, 698354]
[531, 57, 557059, 555901]
[532, 41, 161945, 160551]
[533, 28, 523924, 524115]
[534, 12, 233180, 233265]
[535, 43, 311197, 310039]
[536, 75, 378216, 377502]
[537, 37, 77269, 76280]
[538, 82, 467573, 467859]
[539, 37, 501920, 501521]
[540, 37, 579980, 578877]
[541, 53, 150050, 149556]
[542, 9, 577693, 576373]
[543, 46, 502859, 503882]
[544, 50, 298832, 299092]
[545, 11, 20291, 20182]
[546, 6, 341636, 342058]
[547, 1, 463126, 462811]
[548, 63, 294215, 292841]
[549, 39, 508046, 507688]
[550, 35, 623596, 622483]
[551, 46, 627168, 628584]
[552, 30, 703311, 703543]
[553, 15, 59251, 59145]
[554, 34, 107796, 107850]
[555, 82, 173011, 174291]
[556, 63, 7361, 5995]
[557, 28, 544335, 545599]
[558, 18, 543890, 544981]
[559, 14, 42049, 43003]
[560, 52, 574808, 574925]
[561, 1, 726997, 726782]
[562, 14, 18102, 18505]
[563, 60, 619601, 620335]
[564, 34, 495398, 496510]
[565, 48, 45953, 46921]
[566, 36, 407097, 408178]
[567, 78, 1513, 2930]
[568, 24, 337790, 338976]
[569, 14, 190988, 191297]
[570, 49, 360205, 360133]
[571, 41, 518346, 517201]
[572, 41, 619094, 617900]
[573, 33, 334921, 334427]
[574, 57, 267936, 267737]
[575, 54, 456428, 457795]
[576, 24, 387184, 387285]
[577, 11, 696018, 694553]
[578, 66, 100382, 101322]
[579, 5, 235148, 233660]
[580, 48, 155230, 155407]
[581, 22, 150231, 151084]
[582, 37, 221423, 221371]
[583, 15, 311216, 311130]
[584, 48, 144657, 144792]
[585, 45, 361069, 359879]
[586, 76, 722875, 723483]
[587, 71, 615057, 614404]
[588, 29, 628165, 627667]
[589, 72, 473656, 474064]
[590, 5, 148238, 147763]
[591, 77, 317599, 316980]
[592, 14, 308153, 309290]
[593, 60, 257930, 258449]
[594, 23, 373334, 373263]
[595, 44, 167561, 167967]
[596, 50, 410690, 410975]
[597, 26, 314250, 315466]
[598, 62, 590977, 592079]
[599, 29, 690155, 689831]
[600, 19, 222157, 221325]
[601, 9, 424096, 423089]
[602, 9, 682694, 682227]
[603, 10, 69482, 70025]
[604, 20, 46118, 46761]
[605, 4, 44816, 46011]
[606, 30, 343130, 344414]
[607, 39, 412949, 411852]
[608, 73, 439957, 439769]
[609, 10, 637545, 637745]
[610, 10, 113374, 114863]
[611, 3, 432220, 430774]
[612, 65, 251000, 250483]
[613, 7, 156918, 156551]
[614, 33, 84938, 83898]
[615, 78, 175762, 176903]
[616, 76, 658930, 660368]
[617, 17, 259208, 258047]
[618, 67, 211608, 210830]
[619, 50, 543472, 544791]
[620, 46, 218153, 219106]
[621, 71, 337785, 337626]
[622, 74, 483758, 484462]
[623, 36, 240388, 241113]
[624, 59, 195117, 194173]
[625, 69, 229757, 229325]
[626, 41, 647128, 646717]
[627, 44, 407940, 408739]
[628, 1, 281089, 280891]
[629, 35, 574798, 574479]
[630, 80, 539437, 539910]
[631, 18, 689247, 690687]
[632, 24, 339173, 340206]
[633, 43, 140116, 139016]
[634, 66, 576454, 577499]
[635, 8, 372995, 373868]
[636, 45, 34241, 33611]
[637, 1, 713536, 712339]
[638, 69, 617458, 616506]
[639, 45, 111818, 111458]
[640, 57, 146180, 146043]
[641, 43, 185564, 185506]
[642, 67, 121694, 120418]
[643, 36, 44464, 44893]
[644, 24, 658779, 658977]
[645, 28, 570007, 571220]
[646, 2, 111929, 112051]
[647, 82, 643408, 644006]
[648, 71, 303564, 302123]
[649, 20, 283630, 284500]
[650, 41, 28338, 28007]
[651, 46, 229356, 230777]
[652, 74, 339499, 339705]
[653, 50, 167756, 168614]
[654, 65, 500631, 499931]
[655, 71, 411778, 410676]
[656, 56, 730109, 730993]
[657, 18, 547267, 547450]
[658, 12, 622646, 622687]
[659, 57, 170969, 170304]
[660, 35, 221725, 221365]
[661, 6, 640847, 640906]
[662, 19, 21753, 21101]
[663, 13, 126098, 125917]
[664, 73, 673630, 672207]
[665, 74, 136942, 137517]
[666, 47, 571360, 569887]
[667, 1, 596179, 595031]
[668, 65, 710867, 709923]
[669, 36, 245708, 246857]
[670, 36, 124846, 125672]
[671, 0, 216185, 217492]
[672, 68, 15533, 16941]
[673, 23, 200806, 199708]
[674, 71, 340918, 340277]
[675, 43, 497658, 496510]
[676, 74, 576625, 577319]
[677, 53, 529148, 529055]
[678, 69, 321643, 320440]
[679, 48, 477549, 477834]
[680, 44, 47225, 47817]
[681, 34, 89857, 90896]
[682, 39, 275785, 274464]
[683, 65, 157992, 156686]
[684, 35, 19889, 18961]
[685, 48, 476589, 478047]
[686, 43, 12798, 11384]
[687, 1, 206011, 205396]
[688, 21, 708111, 707278]
[689, 13, 670759, 670050]
[690, 7, 210586, 209765]
[691, 24, 7417, 8158]
[692, 77, 574049, 573477]
[693, 31, 651008, 650128]
[694, 0, 18635, 19970]
[695, 43, 384534, 384401]
[696, 47, 487381, 486688]
[697, 46, 268334, 268854]
[698, 77, 416583, 415989]
[699, 4, 424326, 425677]
[700, 49, 78241, 78200]
[701, 82, 730705, 730993]
[702, 43, 694674, 693327]
[703, 13, 460982, 459611]
[704, 8, 4307, 5059]
[705, 80, 666557, 668011]
[706, 40, 208812, 209783]
[707, 64, 365603, 365940]
[708, 35, 377875, 377637]
[709, 55, 191239, 190005]
[710, 73, 233670, 232545]
[711, 38, 575041, 576348]
[712, 19, 559591, 558352]
[713, 36, 405173, 405573]
[714, 71, 145470, 144490]
[715, 60, 84557, 85728]
[716, 10, 567850, 569009]
[717, 75, 241739, 240832]
[718, 10, 334228, 334462]
[719, 42, 329384, 330268]
[720, 62, 607181, 607906]
[721, 7, 127181, 126086]
[722, 10, 535696, 535744]
[723, 70, 183246, 183980]
[724, 9, 65364, 63967]
[725, 4, 579607, 580943]
[726, 6, 681086, 681204]
[727, 62, 187963, 188217]
[728, 4, 316533, 317921]
[729, 38, 651835, 652334]
[730, 24, 407435, 408878]
[731, 19, 461267, 460461]
[732, 24, 680656, 681746]
[733, 51, 238669, 238104]
[734, 0, 510235, 511442]
[735, 5, 440348, 439161]
[736, 3, 164094, 163327]
[737, 21, 467679, 467043]
[738, 8, 166933, 168004]
[739, 65, 551948, 550776]
[740, 5, 690186, 688851]
[741, 37, 403344, 402424]
[742, 17, 452514, 451428]
[743, 58, 35457, 36902]
[744, 9, 599182, 597776]
[745, 61, 555126, 554369]
[746, 62, 258505, 259791]
[747, 35, 144592, 144510]
[748, 59, 413017, 412899]
[749, 62, 151507, 151687]
[750, 79, 537727, 537677]
[751, 30, 290198, 291171]
[752, 50, 583084, 584197]
[753, 79, 620597, 620340]
[754, 45, 257688, 257545]
[755, 26, 175230, 175621]
[756, 59, 15920, 15230]
[757, 8, 235744, 236925]
[758, 0, 395635, 396959]
[759, 10, 581289, 581409]
[760, 75, 358175, 356717]
[761, 58, 445429, 445638]
[762, 49, 591686, 590566]
[763, 59, 654173, 653618]
[764, 80, 397138, 397297]
[765, 32, 343600, 344809]
[766, 68, 629639, 631123]
[767, 24, 422474, 423150]
[768, 73, 698821, 697975]
[769, 2, 709592, 710811]
[770, 38, 383757, 385125]
[771, 4, 102927, 104130]
[772, 29, 381708, 380731]
[773, 28, 618867, 619119]
[774, 12, 478417, 479596]
[775, 44, 42385, 43159]
[776, 71, 452486, 451476]
[777, 72, 55019, 56500]
[778, 32, 348057, 349344]
[779, 62, 380868, 381846]
[780, 6, 68373, 69513]
[781, 50, 242955, 243923]
[782, 51, 190297, 188885]
[783, 59, 721013, 719822]
[784, 78, 697024, 698128]
[785, 0, 152155, 152874]
[786, 47, 29551, 28797]
[787, 13, 482142, 480946]
[788, 1, 12131, 10657]
[789, 46, 240545, 241518]
[790, 42, 371861, 373229]
[791, 26, 351890, 353364]
[792, 54, 400806, 402053]
[793, 73, 469789, 469542]
[794, 26, 308249, 309364]
[795, 30, 150099, 150160]
[796, 30, 429807, 429948]
[797, 24, 256363, 257645]
[798, 55, 126173, 125086]
[799, 11, 483395, 482982]
[800, 9, 353922, 352690]
[801, 3, 711705, 710408]
[802, 37, 452696, 451877]
[803, 7, 366657, 365904]
[804, 36, 364311, 364891]
[805, 73, 516326, 516159]
[806, 81, 384907, 383487]
[807, 23, 211193, 209994]
[808, 56, 481631, 483030]
[809, 42, 9887, 11180]
[810, 61, 397259, 397195]
[811, 7, 602688, 602490]
[812, 12, 264941, 266395]
[813, 17, 81734, 80731]
[814, 26, 474040, 475426]
[815, 20, 635470, 636868]
[816, 34, 428239, 428668]
[817, 31, 682605, 682233]
[818, 13, 355720, 354946]
[819, 16, 357699, 358831]
[820, 79, 425629, 424721]
[821, 38, 150174, 151617]
[822, 77, 140293, 138868]
[823, 20, 176471, 177653]
[824, 60, 160618, 161006]
[825, 13, 568404, 567319]
[826, 78, 645073, 645299]
[827, 77, 140983, 140288]
[828, 19, 515198, 514221]
[829, 0, 423873, 425300]
[830, 25, 699078, 697763]
[831, 1, 323815, 323621]
[832, 79, 416750, 415310]
[833, 63, 404552, 403349]
[834, 45, 333867, 332807]
[835, 23, 561984, 561373]
[836, 46, 318906, 319637]
[837, 18, 414539, 415607]
[838, 61, 403532, 402132]
[839, 46, 603816, 604280]
[840, 51, 301403, 300575]
[841, 36, 226504, 227809]
[842, 74, 608620, 609990]
[843, 4, 289769, 291149]
[844, 67, 27483, 26174]
[845, 79, 563047, 562777]
[846, 68, 351860, 352462]
[847, 15, 400130, 399811]
[848, 32, 13846, 14372]
[849, 70, 41186, 42226]
[850, 22, 168081, 169575]
[851, 9, 691237, 690136]
[852, 65, 288168, 287975]
[853, 27, 673853, 673682]
[854, 25, 549527, 549285]
[855, 82, 418632, 419845]
[856, 28, 209406, 210704]
[857, 43, 274046, 273017]
[858, 55, 168146, 168044]
[859, 76, 523174, 523556]
[860, 56, 248870, 249673]
[861, 3, 713692, 712441]
[862, 38, 565718, 566485]
[863, 62, 451917, 452465]
[864, 31, 465471, 464724]
[865, 46, 30031, 30958]
[866, 21, 367122, 366861]
[867, 74, 52112, 53428]
[868, 39, 583126, 582422]
[869, 1, 254987, 254424]
[870, 47, 38593, 37851]
[871, 77, 193620, 193147]
[872, 78, 413611, 414134]
[873, 53, 29228, 28053]
[874, 83, 443679, 443619]
[875, 34, 720067, 720198]
[876, 35, 571129, 570516]
[877, 77, 368484, 367849]
[878, 56, 115589, 115937]
[879, 3, 623318, 622024]
[880, 15, 443676, 442870]
[881, 83, 610635, 609803]
[882, 28, 231882, 232185]
[883, 12, 289622, 290003]
[884, 35, 363680, 362333]
[885, 34, 31460, 32957]
[886, 50, 721879, 722435]
[887, 44, 327243, 328704]
[888, 28, 329347, 330057]
[889, 53, 364387, 363139]
[890, 65, 277333, 277263]
[891, 75, 282344, 281212]
[892, 34, 80260, 80344]
[893, 40, 442984, 444135]
[894, 81, 421722, 421009]
[895, 3, 306733, 305951]
[896, 5, 559529, 558178]
[897, 47, 39760, 38771]
[898, 59, 67261, 66342]
[899, 73, 585286, 584836]
[900, 9, 261196, 259950]
[901, 19, 348383, 348297]
[902, 46, 389395, 389661]
[903, 15, 421072, 420718]
[904, 73, 59557, 58932]
[905, 69, 60286, 59523]
[906, 9, 282404, 281067]
[907, 33, 381721, 380334]
[908, 20, 412129, 412890]
[909, 55, 24293, 24114]
[910, 12, 563651, 564717]
[911, 83, 302429, 302092]
[912, 20, 363770, 364108]
[913, 38, 168634, 169176]
[914, 24, 154061, 155000]
[915, 57, 254467, 254285]
[916, 10, 283676, 284805]
[917, 63, 439488, 438882]
[918, 6, 285981, 286745]
[919, 53, 710055, 709224]
[920, 64, 324966, 325857]
[921, 73, 416437, 415198]
[922, 25, 203863, 203623]
[923, 14, 203034, 204387]
[924, 38, 369545, 370291]
[925, 79, 613910, 612440]
